1,1,398.00,117.00,455.00,794.00,1,1,0.9
1,2,-14.00,-5.00,97.00,318.00,1,1,0.9
1,3,1473.00,522.00,432.00,751.00,1,1,0.9
2,1,397.00,117.00,456.00,793.00,1,1,0.9
2,2,-14.00,-5.00,97.00,318.00,1,1,0.9
2,3,1474.00,521.00,432.00,751.00,1,1,0.9
3,1,396.00,118.00,456.00,793.00,1,1,0.9
3,2,-14.00,-5.00,97.00,318.00,1,1,0.9
3,3,1475.00,521.00,432.00,751.00,1,1,0.9
4,1,396.00,118.00,457.00,793.00,1,1,0.9
4,2,-14.00,-5.00,97.00,318.00,1,1,0.9
4,3,1477.00,520.00,432.00,751.00,1,1,0.9
5,1,395.00,118.00,457.00,793.00,1,1,0.9
5,2,-14.00,-5.00,97.00,318.00,1,1,0.9
5,3,1478.00,520.00,432.00,751.00,1,1,0.9
6,1,394.00,118.00,458.00,793.00,1,1,0.9
6,2,-14.00,-5.00,97.00,318.00,1,1,0.9
6,3,1479.00,519.00,432.00,751.00,1,1,0.9
7,1,394.00,118.00,458.00,793.00,1,1,0.9
7,2,-14.00,-5.00,97.00,318.00,1,1,0.9
7,3,1481.00,519.00,432.00,751.00,1,1,0.9
8,1,393.00,118.00,459.00,793.00,1,1,0.9
8,2,-14.00,-5.00,97.00,318.00,1,1,0.9
8,3,1482.00,518.00,432.00,751.00,1,1,0.9
9,1,392.00,118.00,459.00,793.00,1,1,0.9
9,2,-14.00,-5.00,97.00,318.00,1,1,0.9
9,3,1483.00,518.00,432.00,751.00,1,1,0.9
10,1,392.00,118.00,460.00,793.00,1,1,0.9
10,2,-14.00,-5.00,97.00,318.00,1,1,0.9
10,3,1485.00,517.00,432.00,751.00,1,1,0.9
11,1,391.00,118.00,460.00,793.00,1,1,0.9
11,2,-14.00,-5.00,97.00,318.00,1,1,0.9
11,3,1486.00,517.00,432.00,751.00,1,1,0.9
12,1,390.00,118.00,461.00,792.00,1,1,0.9
12,2,-14.00,-5.00,97.00,318.00,1,1,0.9
12,3,1487.00,516.00,432.00,751.00,1,1,0.9
13,1,390.00,119.00,461.00,792.00,1,1,0.9
13,2,-14.00,-5.00,97.00,318.00,1,1,0.9
13,3,1489.00,516.00,432.00,751.00,1,1,0.9
14,1,389.00,119.00,462.00,792.00,1,1,0.9
14,2,-14.00,-5.00,98.00,318.00,1,1,0.9
14,3,1490.00,515.00,432.00,751.00,1,1,0.9
15,1,389.00,119.00,462.00,792.00,1,1,0.9
15,2,-14.00,-5.00,98.00,318.00,1,1,0.9
15,3,1491.00,515.00,432.00,751.00,1,1,0.9
16,1,388.00,119.00,463.00,792.00,1,1,0.9
16,2,-14.00,-5.00,98.00,318.00,1,1,0.9
16,3,1493.00,514.00,432.00,751.00,1,1,0.9
17,1,387.00,119.00,463.00,792.00,1,1,0.9
17,2,-14.00,-5.00,98.00,318.00,1,1,0.9
17,3,1494.00,514.00,432.00,751.00,1,1,0.9
18,1,387.00,119.00,464.00,792.00,1,1,0.9
18,2,-14.00,-5.00,98.00,318.00,1,1,0.9
18,3,1495.00,513.00,432.00,751.00,1,1,0.9
19,1,386.00,119.00,464.00,792.00,1,1,0.9
19,2,-14.00,-5.00,98.00,318.00,1,1,0.9
19,3,1497.00,513.00,432.00,751.00,1,1,0.9
20,1,385.00,119.00,465.00,792.00,1,1,0.9
20,2,-14.00,-5.00,98.00,318.00,1,1,0.9
20,3,1498.00,512.00,432.00,751.00,1,1,0.9
21,1,385.00,119.00,465.00,791.00,1,1,0.9
21,2,-14.00,-5.00,98.00,318.00,1,1,0.9
21,3,1499.00,512.00,432.00,751.00,1,1,0.9
22,1,384.00,120.00,466.00,791.00,1,1,0.9
22,2,-14.00,-5.00,98.00,318.00,1,1,0.9
22,3,1501.00,511.00,432.00,751.00,1,1,0.9
23,1,383.00,120.00,466.00,791.00,1,1,0.9
23,2,-14.00,-5.00,98.00,318.00,1,1,0.9
23,3,1502.00,511.00,432.00,751.00,1,1,0.9
24,1,383.00,120.00,467.00,791.00,1,1,0.9
24,2,-14.00,-5.00,98.00,318.00,1,1,0.9
24,3,1503.00,510.00,432.00,751.00,1,1,0.9
25,1,382.00,120.00,467.00,791.00,1,1,0.9
25,2,-14.00,-5.00,98.00,318.00,1,1,0.9
25,3,1505.00,510.00,432.00,751.00,1,1,0.9
26,1,381.00,120.00,468.00,791.00,1,1,0.9
26,2,-14.00,-5.00,98.00,318.00,1,1,0.9
26,3,1506.00,509.00,432.00,751.00,1,1,0.9
27,1,381.00,120.00,468.00,791.00,1,1,0.9
27,2,-14.00,-5.00,98.00,318.00,1,1,0.9
27,3,1507.00,509.00,432.00,751.00,1,1,0.9
28,1,380.00,120.00,469.00,791.00,1,1,0.9
28,2,-14.00,-5.00,98.00,318.00,1,1,0.9
28,3,1509.00,508.00,432.00,751.00,1,1,0.9
29,1,379.00,120.00,469.00,791.00,1,1,0.9
29,2,-14.00,-5.00,98.00,318.00,1,1,0.9
29,3,1510.00,508.00,432.00,751.00,1,1,0.9
30,1,379.00,120.00,470.00,791.00,1,1,0.9
30,2,-14.00,-5.00,98.00,318.00,1,1,0.9
30,3,1511.00,507.00,432.00,751.00,1,1,0.9
31,1,378.00,120.00,470.00,790.00,1,1,0.9
31,2,-14.00,-5.00,98.00,318.00,1,1,0.9
31,3,1512.00,507.00,432.00,751.00,1,1,0.9
32,1,377.00,121.00,471.00,790.00,1,1,0.9
32,2,-14.00,-5.00,98.00,318.00,1,1,0.9
32,3,1514.00,506.00,432.00,751.00,1,1,0.9
33,1,377.00,121.00,471.00,790.00,1,1,0.9
33,2,-14.00,-5.00,98.00,318.00,1,1,0.9
33,3,1515.00,506.00,432.00,751.00,1,1,0.9
34,1,376.00,121.00,472.00,790.00,1,1,0.9
34,2,-14.00,-5.00,98.00,318.00,1,1,0.9
34,3,1516.00,505.00,432.00,751.00,1,1,0.9
35,1,375.00,121.00,472.00,790.00,1,1,0.9
35,2,-14.00,-5.00,98.00,318.00,1,1,0.9
35,3,1518.00,505.00,432.00,751.00,1,1,0.9
36,1,375.00,121.00,473.00,790.00,1,1,0.9
36,2,-14.00,-5.00,98.00,318.00,1,1,0.9
36,3,1519.00,504.00,432.00,751.00,1,1,0.9
37,1,374.00,121.00,474.00,790.00,1,1,0.9
37,2,-14.00,-5.00,98.00,318.00,1,1,0.9
37,3,1520.00,504.00,432.00,751.00,1,1,0.9
38,1,373.00,121.00,476.00,790.00,1,1,0.9
38,2,-14.00,-5.00,99.00,318.00,1,1,0.9
38,3,1522.00,503.00,432.00,751.00,1,1,0.9
39,1,373.00,121.00,477.00,789.00,1,1,0.9
39,2,-14.00,-5.00,99.00,318.00,1,1,0.9
39,3,1523.00,503.00,432.00,751.00,1,1,0.9
40,1,372.00,121.00,478.00,789.00,1,1,0.9
40,2,-14.00,-5.00,99.00,318.00,1,1,0.9
40,3,1524.00,502.00,432.00,751.00,1,1,0.9
41,1,372.00,121.00,480.00,789.00,1,1,0.9
41,2,-14.00,-5.00,99.00,318.00,1,1,0.9
41,3,1526.00,502.00,432.00,751.00,1,1,0.9
42,1,371.00,122.00,481.00,789.00,1,1,0.9
42,2,-14.00,-5.00,99.00,318.00,1,1,0.9
42,3,1527.00,501.00,432.00,751.00,1,1,0.9
43,1,370.00,122.00,483.00,789.00,1,1,0.9
43,2,-14.00,-5.00,99.00,318.00,1,1,0.9
43,3,1545.00,481.00,420.00,741.00,1,1,0.9
44,1,370.00,122.00,484.00,789.00,1,1,0.9
44,2,-14.00,-5.00,99.00,318.00,1,1,0.9
44,3,1563.00,460.00,408.00,731.00,1,1,0.9
45,1,369.00,122.00,485.00,788.00,1,1,0.9
45,2,-14.00,-5.00,99.00,318.00,1,1,0.9
45,3,1581.00,440.00,396.00,721.00,1,1,0.9
46,1,368.00,122.00,487.00,788.00,1,1,0.9
46,2,-14.00,-5.00,99.00,318.00,1,1,0.9
46,3,1599.00,419.00,384.00,711.00,1,1,0.9
47,1,368.00,122.00,488.00,788.00,1,1,0.9
47,2,-14.00,-5.00,99.00,318.00,1,1,0.9
47,3,1618.00,399.00,372.00,701.00,1,1,0.9
48,1,367.00,122.00,489.00,788.00,1,1,0.9
48,2,-14.00,-5.00,99.00,318.00,1,1,0.9
48,3,1636.00,378.00,360.00,691.00,1,1,0.9
49,1,366.00,122.00,491.00,788.00,1,1,0.9
49,2,-14.00,-5.00,99.00,318.00,1,1,0.9
49,3,1654.00,358.00,347.00,681.00,1,1,0.9
50,1,366.00,122.00,492.00,788.00,1,1,0.9
50,2,-14.00,-5.00,99.00,318.00,1,1,0.9
50,3,1672.00,337.00,335.00,671.00,1,1,0.9
51,1,365.00,123.00,494.00,787.00,1,1,0.9
51,2,-14.00,-5.00,99.00,318.00,1,1,0.9
51,3,1690.00,317.00,323.00,661.00,1,1,0.9
52,1,364.00,123.00,495.00,787.00,1,1,0.9
52,2,-14.00,-5.00,99.00,318.00,1,1,0.9
52,3,1708.00,296.00,311.00,651.00,1,1,0.9
53,1,364.00,123.00,496.00,787.00,1,1,0.9
53,2,-14.00,-5.00,99.00,318.00,1,1,0.9
53,3,1726.00,276.00,299.00,641.00,1,1,0.9
